time,bid_price,ask_price,bid_size,ask_size,seq_num
2019-09-17 01:11:21.440811 UTC,0.27,0.275,3832100,5564700,1568671807407776295
2019-09-17 01:11:56.415156 UTC,0.27,0.275,3829500,5564700,1568671807407776296
2019-09-17 01:12:00.141234 UTC,0.27,0.275,3829500,5567900,1568671807407776298
2019-09-17 01:12:19.168652 UTC,0.27,0.275,3829600,5567900,1568671807407776299
2019-09-17 01:12:40.007021 UTC,0.27,0.275,3829600,5564800,1568671807407776300
2019-09-17 01:12:40.007249 UTC,0.27,0.275,3829100,5564800,1568671807407776301
2019-09-17 01:12:41.096443 UTC,0.27,0.275,3829100,5560400,1568671807407776303
2019-09-17 01:12:42.057249 UTC,0.27,0.275,3829100,5556900,1568671807407776305
2019-09-17 01:12:42.061449 UTC,0.27,0.275,3825600,5556900,1568671807407776306
2019-09-17 01:12:53.363590 UTC,0.27,0.275,3820100,5556900,1568671807407776309
2019-09-17 01:12:55.869910 UTC,0.27,0.275,3820100,5562000,1568671807407776311
2019-09-17 01:12:58.260364 UTC,0.27,0.275,3820100,5561900,1568671807407776312
2019-09-17 01:13:09.117625 UTC,0.27,0.275,3820100,5603000,1568671807407776313
2019-09-17 01:13:10.839127 UTC,0.27,0.275,3820100,5604500,1568671807407776314
2019-09-17 01:13:30.118625 UTC,0.27,0.275,3820100,5604300,1568671807407776315
2019-09-17 01:13:34.918751 UTC,0.27,0.275,3807400,5604300,1568671807407776316
2019-09-17 01:13:34.980806 UTC,0.27,0.275,3807400,5599200,1568671807407776318
2019-09-17 01:13:34.983712 UTC,0.27,0.275,3807400,5598400,1568671807407776319
2019-09-17 01:13:35.057167 UTC,0.27,0.275,3807400,5595000,1568671807407776320
2019-09-17 01:13:35.062066 UTC,0.27,0.275,3804000,5595000,1568671807407776321
2019-09-17 01:13:37.226174 UTC,0.27,0.275,3804000,5594600,1568671807407776323
2019-09-17 01:13:49.559347 UTC,0.27,0.275,3803900,5594600,1568671807407776324
2019-09-17 01:13:51.359825 UTC,0.27,0.275,3803700,5594600,1568671807407776325
2019-09-17 01:13:59.149902 UTC,0.27,0.275,3803700,5594300,1568671807407776327
2019-09-17 01:14:02.599969 UTC,0.27,0.275,3803900,5594300,1568671807407776330
2019-09-17 01:14:18.951222 UTC,0.27,0.275,3804000,5594300,1568671807407776331
2019-09-17 01:14:22.575291 UTC,0.27,0.275,3804000,5594100,1568671807407776332
2019-09-17 01:15:17.013940 UTC,0.27,0.275,3804100,5594100,1568671807407776335
2019-09-17 01:15:23.893936 UTC,0.27,0.275,3804300,5594100,1568671807407776336
2019-09-17 01:15:24.192308 UTC,0.27,0.275,3804300,5589700,1568671807407776337
2019-09-17 01:15:25.418811 UTC,0.27,0.275,3804300,5607000,1568671807407776339
2019-09-17 01:16:04.524658 UTC,0.27,0.275,3804300,5609600,1568671807407776341
2019-09-17 01:16:10.115799 UTC,0.27,0.275,3804300,5609500,1568671807407776342
2019-09-17 01:16:11.839471 UTC,0.27,0.275,3804300,5610800,1568671807407776343
2019-09-17 01:16:28.056947 UTC,0.27,0.275,3804300,5053100,1568671807407776344
2019-09-17 01:16:31.115595 UTC,0.27,0.275,3804300,5052900,1568671807407776345
2019-09-17 01:16:49.612527 UTC,0.27,0.275,3804200,5052900,1568671807407776346
2019-09-17 01:16:51.115729 UTC,0.27,0.275,3804200,5052800,1568671807407776347
2019-09-17 01:16:52.139816 UTC,0.27,0.275,3804500,5052800,1568671807407776348
2019-09-17 01:17:01.773788 UTC,0.27,0.275,3604500,5052800,1568671807407776349
2019-09-17 01:17:10.115698 UTC,0.27,0.275,3604500,5052600,1568671807407776350
2019-09-17 01:17:11.957113 UTC,0.27,0.275,3604500,4932600,1568671807407776351
2019-09-17 01:17:19.950258 UTC,0.27,0.275,3604600,4932600,1568671807407776352
2019-09-17 01:17:22.573695 UTC,0.27,0.275,3604600,4932400,1568671807407776353
2019-09-17 01:17:30.057270 UTC,0.27,0.275,3604600,5490100,1568671807407776355
2019-09-17 01:17:31.115334 UTC,0.27,0.275,3604600,5489900,1568671807407776356
2019-09-17 01:17:40.940281 UTC,0.27,0.275,3604600,5485400,1568671807407776357
2019-09-17 01:18:11.115830 UTC,0.27,0.275,3604600,5485300,1568671807407776359
2019-09-17 01:18:24.742532 UTC,0.27,0.275,3604300,5485300,1568671807407776360
2019-09-17 01:18:31.115806 UTC,0.27,0.275,3604300,5485200,1568671807407776361
2019-09-17 01:18:33.951149 UTC,0.27,0.275,3604400,5485200,1568671807407776363
2019-09-17 01:18:46.926363 UTC,0.27,0.275,3643400,5485200,1568671807407776364
2019-09-17 01:18:51.116251 UTC,0.27,0.275,3643400,5485000,1568671807407776365
2019-09-17 01:19:11.116033 UTC,0.27,0.275,3643400,5484800,1568671807407776366
2019-09-17 01:19:12.839184 UTC,0.27,0.275,3643400,5486100,1568671807407776367
2019-09-17 01:19:31.115871 UTC,0.27,0.275,3643400,5485900,1568671807407776368
2019-09-17 01:19:43.839686 UTC,0.27,0.275,3643400,5486100,1568671807407776370
2019-09-17 01:19:51.115656 UTC,0.27,0.275,3643400,5485900,1568671807407776371
2019-09-17 01:19:56.753208 UTC,0.27,0.275,3643400,5481500,1568671807407776372
2019-09-17 01:20:02.567398 UTC,0.27,0.275,3643400,5481300,1568671807407776374
2019-09-17 01:20:08.965561 UTC,0.27,0.275,3643400,5486300,1568671807407776376
2019-09-17 01:20:09.468693 UTC,0.27,0.275,3604400,5486300,1568671807407776377
2019-09-17 01:20:14.838965 UTC,0.27,0.275,3604400,5486500,1568671807407776379
2019-09-17 01:20:22.815890 UTC,0.27,0.275,3604500,5486500,1568671807407776380
2019-09-17 01:20:36.773075 UTC,0.27,0.275,3612000,5486500,1568671807407776381
2019-09-17 01:20:45.838966 UTC,0.27,0.275,3612000,5486700,1568671807407776384
2019-09-17 01:20:51.115787 UTC,0.27,0.275,3612000,5486500,1568671807407776385
2019-09-17 01:21:02.566589 UTC,0.27,0.275,3612000,5485400,1568671807407776386
2019-09-17 01:21:04.938454 UTC,0.27,0.275,3612000,5493700,1568671807407776387
2019-09-17 01:21:11.116444 UTC,0.27,0.275,3612000,5493500,1568671807407776388
2019-09-17 01:21:16.838539 UTC,0.27,0.275,3612000,5493700,1568671807407776390
2019-09-17 01:21:21.841116 UTC,0.27,0.275,3556000,5493700,1568671807407776391
2019-09-17 01:21:22.006574 UTC,0.27,0.275,3555400,5493700,1568671807407776393
2019-09-17 01:21:22.006861 UTC,0.27,0.275,3555400,5490200,1568671807407776394
2019-09-17 01:21:22.056036 UTC,0.27,0.275,3555400,5481900,1568671807407776396
2019-09-17 01:21:22.060003 UTC,0.27,0.275,3547100,5481900,1568671807407776397
2019-09-17 01:21:23.057464 UTC,0.27,0.275,3547100,5478700,1568671807407776400
2019-09-17 01:21:23.062276 UTC,0.27,0.275,3543900,5478700,1568671807407776401
2019-09-17 01:21:25.549927 UTC,0.27,0.275,3543900,5473700,1568671807407776403
2019-09-17 01:21:37.056940 UTC,0.27,0.275,3543900,4927500,1568671807407776404
2019-09-17 01:21:37.057068 UTC,0.27,0.275,3543900,4911100,1568671807407776405
2019-09-17 01:21:47.838534 UTC,0.27,0.275,3543900,4911400,1568671807407776408
2019-09-17 01:21:48.950686 UTC,0.27,0.275,3544000,4911400,1568671807407776410
2019-09-17 01:21:56.029946 UTC,0.27,0.275,4044000,4911400,1568671807407776412
2019-09-17 01:21:59.966819 UTC,0.27,0.275,4044000,4511400,1568671807407776413
2019-09-17 01:22:06.612178 UTC,0.27,0.275,4044000,4512400,1568671807407776414
2019-09-17 01:22:18.838953 UTC,0.27,0.275,4044000,4512600,1568671807407776417
2019-09-17 01:22:37.057029 UTC,0.27,0.275,4044000,5075200,1568671807407776419
2019-09-17 01:22:49.838635 UTC,0.27,0.275,4044000,5075400,1568671807407776422
2019-09-17 01:23:02.554156 UTC,0.27,0.275,4044000,5075200,1568671807407776424
2019-09-17 01:23:05.798830 UTC,0.27,0.275,4044000,5077600,1568671807407776426
2019-09-17 01:23:18.395615 UTC,0.27,0.275,4049300,5077600,1568671807407776427
2019-09-17 01:23:20.838345 UTC,0.27,0.275,4049300,5077800,1568671807407776429
2019-09-17 01:23:51.838524 UTC,0.27,0.275,4049300,5078000,1568671807407776431
2019-09-17 01:23:56.111034 UTC,0.27,0.275,4086300,5078000,1568671807407776432
2019-09-17 01:23:57.083931 UTC,0.27,0.275,4086300,5078600,1568671807407776433
2019-09-17 01:24:20.137742 UTC,0.27,0.275,4086300,5078000,1568671807407776434
2019-09-17 01:24:20.213426 UTC,0.27,0.275,4085700,5078000,1568671807407776435
2019-09-17 01:24:45.807034 UTC,0.27,0.275,4085700,5079900,1568671807407776441
2019-09-17 01:24:46.839224 UTC,0.27,0.275,4085700,5080200,1568671807407776445
2019-09-17 01:24:55.730954 UTC,0.27,0.275,4085700,5075800,1568671807407776446
2019-09-17 01:25:02.591496 UTC,0.27,0.275,4071900,5075800,1568671807407776448
2019-09-17 01:25:02.693936 UTC,0.27,0.275,4071900,5070800,1568671807407776450
2019-09-17 01:25:02.696866 UTC,0.27,0.275,4071900,5069800,1568671807407776451
2019-09-17 01:25:02.740539 UTC,0.27,0.275,4071900,5067200,1568671807407776452
2019-09-17 01:25:03.056793 UTC,0.27,0.275,4071900,5063800,1568671807407776453
2019-09-17 01:25:03.060898 UTC,0.27,0.275,4068500,5063800,1568671807407776454
2019-09-17 01:25:05.949981 UTC,0.27,0.275,4068500,5063400,1568671807407776457
2019-09-17 01:25:20.838090 UTC,0.27,0.275,4068500,5063600,1568671807407776460
2019-09-17 01:25:24.950570 UTC,0.27,0.275,4068600,5063600,1568671807407776462
